,,,,,UKCP09,,,UKCP18,,,Difference,,
2030-2059,temp,dmax,mam,East of England,0.9191909,2.0204806,3.3344707,0.3373986,1.2803528,2.2793648,-0.5817923,-0.7401278,-1.0551059
2030-2059,temp,dmax,mam,Eastern Scotland,0.25168654,1.391315,2.735816,0.18661867,1.2265955,2.3440902,-0.06506787,-0.1647195,-0.3917258
2030-2059,temp,dmax,mam,Isle of Man,0.68714714,1.6659724,2.8423586,0.2566804,1.0712055,1.9179137,-0.43046674,-0.5947669,-0.9244449
2030-2059,temp,dmax,mam,London,0.94352865,2.0595016,3.4245305,0.3472193,1.2932899,2.2977839,-0.59630935,-0.7662117,-1.1267466
2030-2059,temp,dmax,mam,North East England,0.7748963,1.9332321,3.2891057,0.33122352,1.2862576,2.284226,-0.44367278,-0.6469745,-1.0048797
2030-2059,temp,dmax,mam,North West England,0.7475873,1.8659542,3.1950793,0.3163499,1.2511821,2.2282908,-0.4312374,-0.6147721,-0.9667885
2030-2059,temp,dmax,mam,Northern Ireland,0.68028015,1.6235452,2.8242435,0.2775009,1.1464309,2.0501795,-0.40277925,-0.4771143,-0.774064
2030-2059,temp,dmax,mam,Northern Scotland,0.2413913,1.2557056,2.48138,0.18145654,1.1851188,2.25864,-0.05993476,-0.0705868,-0.22274
2030-2059,temp,dmax,mam,South East England,0.9329598,2.04234,3.3767138,0.33917457,1.2795714,2.2776942,-0.59378523,-0.7627686,-1.0990196
2030-2059,temp,dmax,mam,South West England,0.8960139,1.9782405,3.326198,0.22566815,1.2018657,2.2498298,-0.67034575,-0.7763748,-1.0763682
2030-2059,temp,dmax,mam,Wales,0.8639877,1.928592,3.2632523,0.2420131,1.2182157,2.2582288,-0.6219746,-0.7103763,-1.0050235
2030-2059,temp,dmax,mam,West Midlands,0.8927029,2.0103502,3.4090915,0.26398617,1.2610527,2.3260584,-0.62871673,-0.7492975,-1.0830331
2030-2059,temp,dmax,mam,Western Scotland,0.7464326,1.8411939,3.145865,0.31305048,1.2470595,2.217817,-0.43338212,-0.5941344,-0.928048
2030-2059,temp,dmax,mam,Yorkshire and Humberside,0.9168175,1.9920483,3.3179557,0.333639,1.2867488,2.2844346,-0.5831785,-0.7052995,-1.0335211
2030-2059,temp,dmean,mam,Channel Islands,0.999839,1.6952467,2.6025734,0.19606511,1.1954819,2.2648878,-0.80377389,-0.4997648,-0.3376856
2030-2059,temp,dmean,mam,East Midlands,1.1010797,1.8190039,2.7075143,0.33636692,1.3374459,2.409824,-0.76471278,-0.481558,-0.2976903
2030-2059,temp,dmean,mam,East of England,1.1090926,1.8268342,2.7169673,0.34591356,1.3589172,2.446118,-0.76317904,-0.467917,-0.2708493
2030-2059,temp,dmean,mam,Eastern Scotland,0.7366009,1.5866528,2.586335,0.16012941,1.2525097,2.4159815,-0.57647149,-0.3341431,-0.1703535
2030-2059,temp,dmean,mam,Isle of Man,0.9391889,1.6372242,2.4904559,0.2848592,1.1818844,2.1385233,-0.6543297,-0.4553398,-0.3519326
2030-2059,temp,dmean,mam,London,1.11985,1.8509686,2.755462,0.35847825,1.373689,2.4653466,-0.76137175,-0.4772796,-0.2901154
2030-2059,temp,dmean,mam,North East England,1.0690022,1.860622,2.8291101,0.3264527,1.3316791,2.4133568,-0.7425495,-0.5289429,-0.4157533
2030-2059,temp,dmean,mam,North West England,1.0407993,1.8182456,2.767435,0.32163393,1.3160301,2.381724,-0.71916537,-0.5022155,-0.385711
2030-2059,temp,dmean,mam,Northern Ireland,1.002274,1.6664587,2.4780896,0.28446057,1.2180245,2.2179604,-0.71781343,-0.4484342,-0.2601292
2030-2059,temp,dmean,mam,Northern Scotland,0.6861071,1.4831411,2.4193425,0.1517043,1.2317709,2.373519,-0.5344028,-0.2513702,-0.0458235
2030-2059,temp,dmean,mam,South East England,1.1129199,1.8422825,2.743492,0.3532983,1.3670187,2.45844,-0.7596216,-0.4752638,-0.285052
2030-2059,temp,dmean,mam,South West England,1.0436771,1.7686669,2.7149403,0.32923925,1.3126413,2.3711433,-0.71443785,-0.4560256,-0.343797
2030-2059,temp,dmean,mam,Wales,1.0268749,1.7419633,2.6746352,0.3314163,1.3008506,2.3427749,-0.6954586,-0.4411127,-0.3318603
2030-2059,temp,dmean,mam,West Midlands,1.0588224,1.7957749,2.7571084,0.3467547,1.3353026,2.3984709,-0.7120677,-0.4604723,-0.3586375
2030-2059,temp,dmean,mam,Western Scotland,1.0377356,1.8119489,2.7574527,0.32043317,1.3199397,2.39428,-0.71730243,-0.4920092,-0.3631727
2030-2059,temp,dmean,mam,Yorkshire and Humberside,1.0945005,1.8102461,2.695216,0.32841456,1.3344257,2.4113567,-0.76608594,-0.4758204,-0.2838593
2030-2059,temp,dmin,mam,Channel Islands,0.62659574,1.6048523,2.7874353,0.2904206,1.3939315,2.6253133,-0.33617514,-0.2109208,-0.162122
2030-2059,temp,dmin,mam,East Midlands,0.6890748,1.6043887,2.769266,0.3004408,1.3766578,2.5800421,-0.388634,-0.2277309,-0.1892239
2030-2059,temp,dmin,mam,East of England,0.6980588,1.6188023,2.80157,0.30618572,1.4040264,2.6446714,-0.39187308,-0.2147759,-0.1568986
2030-2059,temp,dmin,mam,Eastern Scotland,0.28440535,1.3675323,2.588425,0.111467086,1.3421445,2.6943934,-0.172938264,-0.0253878,0.1059684
2030-2059,temp,dmin,mam,Isle of Man,0.53865963,1.4166763,2.5272856,0.09231013,1.189794,2.390337,-0.4463495,-0.2268823,-0.1369486
2030-2059,temp,dmin,mam,London,0.70726603,1.6376746,2.8154278,0.3224044,1.4216974,2.6695728,-0.38486163,-0.2159772,-0.145855
2030-2059,temp,dmin,mam,North East England,0.59283084,1.5721112,2.7974792,0.08631879,1.2666478,2.562697,-0.50651205,-0.3054634,-0.2347822
2030-2059,temp,dmin,mam,North West England,0.58920324,1.5588114,2.7797484,0.09686934,1.2713172,2.5553224,-0.4923339,-0.2874942,-0.224426
2030-2059,temp,dmin,mam,Northern Ireland,0.57534033,1.5602429,2.7541199,0.056525223,1.1651828,2.3754995,-0.518815107,-0.3950601,-0.3786204
2030-2059,temp,dmin,mam,Northern Scotland,0.2570981,1.2961829,2.4685035,-0.20009601,1.1068093,2.4835415,-0.45719411,-0.1893736,0.015038
2030-2059,temp,dmin,mam,South East England,0.7016621,1.6357274,2.8150496,0.3213032,1.4254537,2.677318,-0.3803589,-0.2102737,-0.1377316
2030-2059,temp,dmin,mam,South West England,0.6323596,1.6613538,2.8918107,0.31465587,1.3903711,2.6045854,-0.31770373,-0.2709827,-0.2872253
2030-2059,temp,dmin,mam,Wales,0.61400133,1.6340967,2.8699684,0.30459768,1.3598317,2.5394912,-0.30940365,-0.274265,-0.3304772
2030-2059,temp,dmin,mam,West Midlands,0.625803,1.6533483,2.898394,0.31373972,1.3796566,2.5742383,-0.31206328,-0.2736917,-0.3241557
2030-2059,temp,dmin,mam,Western Scotland,0.5843429,1.5545166,2.8090324,0.10334104,1.2971011,2.603095,-0.48100186,-0.2574155,-0.2059374
2030-2059,temp,dmin,mam,Yorkshire and Humberside,0.6779463,1.6065161,2.7632213,0.28250465,1.3633621,2.5634286,-0.39544165,-0.243154,-0.1997927
2030-2059,precip,dmean,mam,Channel Islands,-9.267354,-1.1957724,7.5531054,-6.8698606,8.817326,25.512793,2.3974934,10.0130984,17.9596876
2030-2059,precip,dmean,mam,East Midlands,-6.8951645,-0.06282417,7.273871,-4.670788,6.879402,19.801054,2.2243765,6.94222617,12.527183
2030-2059,precip,dmean,mam,East of England,-6.4136167,-0.05886558,6.7296066,-5.1135683,7.5261235,21.285313,1.3000484,7.58498908,14.5557064
2030-2059,precip,dmean,mam,Eastern Scotland,-4.9852133,1.2164868,7.8579507,-2.9087396,8.011955,21.380442,2.0764737,6.7954682,13.5224913
2030-2059,precip,dmean,mam,Isle of Man,-5.3331842,1.6276907,9.129619,-4.1720114,8.356237,22.98426,1.1611728,6.7285463,13.854641
2030-2059,precip,dmean,mam,London,-7.622243,-0.8425388,6.403731,-6.3481913,8.226187,24.160908,1.2740517,9.0687258,17.757177
2030-2059,precip,dmean,mam,North East England,-7.566653,-0.05432764,8.07343,-4.606704,7.738521,22.443268,2.959949,7.79284864,14.369838
2030-2059,precip,dmean,mam,North West England,-4.453406,1.3167448,7.460874,-4.9089932,6.682577,19.723793,-0.4555872,5.3658322,12.262919
2030-2059,precip,dmean,mam,Northern Ireland,-4.2153683,1.2633691,7.0781584,-5.040723,3.9490712,14.497462,-0.8253547,2.6857021,7.4193036
2030-2059,precip,dmean,mam,Northern Scotland,-5.629493,1.3130866,8.698223,-5.3100314,6.0204153,20.436731,0.3194616,4.7073287,11.738508
2030-2059,precip,dmean,mam,South East England,-7.873476,-1.0602791,6.2220583,-7.09655,9.182797,27.056166,0.776926,10.2430761,20.8341077
2030-2059,precip,dmean,mam,South West England,-7.991729,-1.1575271,6.1495194,-6.8287764,8.700858,25.309067,1.1629526,9.8583851,19.1595476
2030-2059,precip,dmean,mam,Wales,-6.924059,-1.1789302,4.895416,-6.7844005,6.407411,20.630339,0.1396585,7.5863412,15.734923
2030-2059,precip,dmean,mam,West Midlands,-7.0973244,-0.05795071,7.5192456,-5.729706,6.8362074,20.552437,1.3676184,6.89415811,13.0331914
2030-2059,precip,dmean,mam,Western Scotland,-5.977411,1.5367658,9.560197,-4.63754,9.504792,26.884663,1.339871,7.9680262,17.324466
2030-2059,precip,dmean,mam,Yorkshire and Humberside,-7.187065,-0.061140765,7.6156445,-4.8697286,5.640028,17.361765,2.3173364,5.701168765,9.7461205
2040-2069,temp,dmax,mam,Channel Islands,1.02627,2.2080505,3.70744,0.33799303,1.3507471,2.451146,-0.68827697,-0.8573034,-1.256294
2040-2069,temp,dmax,mam,East Midlands,1.1165977,2.4049397,3.9372842,0.42093217,1.4896504,2.6515272,-0.69566553,-0.9152893,-1.285757
2040-2069,temp,dmax,mam,East of England,1.1278766,2.4004502,3.9868958,0.4287396,1.5011473,2.6729684,-0.699137,-0.8993029,-1.3139274
2040-2069,temp,dmax,mam,Eastern Scotland,0.19485277,1.5192437,3.0877228,0.2678518,1.4435076,2.7299733,0.07299903,-0.0757361,-0.3577495
2040-2069,temp,dmax,mam,Isle of Man,0.7711648,1.9112756,3.299434,0.3058339,1.216301,2.2040558,-0.4653309,-0.6949746,-1.0953782
2040-2069,temp,dmax,mam,London,1.1497394,2.4591284,4.0645485,0.43895492,1.5154806,2.6929796,-0.71078448,-0.9436478,-1.3715689
2040-2069,temp,dmax,mam,North East England,0.88512796,2.199768,3.8001807,0.40171278,1.4790212,2.654078,-0.48341518,-0.7207468,-1.1461027
2040-2069,temp,dmax,mam,North West England,0.8506394,2.1332312,3.6865368,0.3889799,1.4407388,2.583713,-0.4616595,-0.6924924,-1.1028238
2040-2069,temp,dmax,mam,Northern Ireland,0.8407766,1.8804312,3.2829404,0.32854882,1.2915722,2.3435705,-0.51222778,-0.588859,-0.9393699
2040-2069,temp,dmax,mam,Northern Scotland,0.17754316,1.3853097,2.8004074,0.23353994,1.3679364,2.60537,0.05599678,-0.0173733,-0.1950374
2040-2069,temp,dmax,mam,South East England,1.1514982,2.4343538,4.0226116,0.4292487,1.498351,2.6680107,-0.7222495,-0.9360028,-1.3546009
2040-2069,temp,dmax,mam,South West England,1.0390936,2.3362656,3.9204676,0.31098303,1.4140712,2.6432874,-0.72811057,-0.9221944,-1.2771802
2040-2069,temp,dmax,mam,Wales,1.0201207,2.2740788,3.8359334,0.3187553,1.4224116,2.6465344,-0.7013654,-0.8516672,-1.189399
2040-2069,temp,dmax,mam,West Midlands,1.0622642,2.356717,3.9948072,0.35176376,1.4782352,2.729372,-0.71050044,-0.8784818,-1.2654352
2040-2069,temp,dmax,mam,Western Scotland,0.831971,2.1058583,3.6313999,0.37790605,1.4232064,2.560135,-0.45406495,-0.6826519,-1.0712649
2040-2069,temp,dmax,mam,Yorkshire and Humberside,1.1000023,2.387885,3.9605832,0.41293725,1.4898815,2.660218,-0.68706505,-0.8980035,-1.3003652
2040-2069,temp,dmean,mam,Channel Islands,1.1860892,1.9860234,3.0444803,0.30468628,1.43571,2.6736329,-0.88140292,-0.5503134,-0.3708474
2040-2069,temp,dmean,mam,East Midlands,1.3151786,2.1610048,3.2097197,0.4140778,1.5585532,2.811431,-0.9011008,-0.6024516,-0.3982887
2040-2069,temp,dmean,mam,East of England,1.323949,2.1704445,3.2219338,0.4270676,1.5880195,2.8595872,-0.8968814,-0.582425,-0.3623466
2040-2069,temp,dmean,mam,Eastern Scotland,0.8257532,1.7742312,2.917033,0.24385199,1.4703748,2.8125334,-0.58190121,-0.3038564,-0.1044996
2040-2069,temp,dmean,mam,Isle of Man,1.0952382,1.8746336,2.8512263,0.32802913,1.3400382,2.4513028,-0.76720907,-0.5345954,-0.3999235
2040-2069,temp,dmean,mam,London,1.3377832,2.198957,3.2663934,0.4434581,1.6095638,2.886764,-0.8943251,-0.5893932,-0.3796294
2040-2069,temp,dmean,mam,North East England,1.2459788,2.130457,3.239332,0.3863743,1.5288504,2.7937355,-0.8596045,-0.6016066,-0.4455965
2040-2069,temp,dmean,mam,North West England,1.2141417,2.081863,3.167783,0.38967183,1.5167532,2.757262,-0.82446987,-0.5651098,-0.410521
2040-2069,temp,dmean,mam,Northern Ireland,1.1848613,1.9345134,2.8697615,0.33917138,1.3792454,2.5293586,-0.84568992,-0.555268,-0.3404029
2040-2069,temp,dmean,mam,Northern Scotland,0.7693829,1.6584605,2.7281675,0.20984408,1.4207649,2.7405953,-0.55953882,-0.2376956,0.0124278
2040-2069,temp,dmean,mam,South East England,1.3301939,2.1885762,3.2517667,0.43654948,1.6017737,2.8777075,-0.89364442,-0.5868025,-0.3740592
2040-2069,temp,dmean,mam,South West England,1.2379614,2.0720563,3.1760674,0.40942162,1.5379857,2.7723465,-0.82853978,-0.5340706,-0.4037209
2040-2069,temp,dmean,mam,Wales,1.2182895,2.040737,3.1286407,0.40145177,1.5131758,2.7328556,-0.81683773,-0.5275612,-0.3957851
2040-2069,temp,dmean,mam,West Midlands,1.256136,2.103785,3.2251737,0.4276006,1.5625019,2.8054507,-0.8285354,-0.5412831,-0.419723
2040-2069,temp,dmean,mam,Western Scotland,1.2104568,2.0746632,3.1564906,0.3870064,1.5101451,2.7577386,-0.8234504,-0.5645181,-0.398752
2040-2069,temp,dmean,mam,Yorkshire and Humberside,1.3078347,2.1505532,3.194805,0.40132782,1.545113,2.8036308,-0.90650688,-0.6054402,-0.3911742
2040-2069,temp,dmin,mam,Channel Islands,0.7576825,1.8855209,3.2716904,0.34869024,1.6428949,3.1147718,-0.40899226,-0.242626,-0.1569186
2040-2069,temp,dmin,mam,East Midlands,0.88158184,1.9279315,3.285605,0.3633065,1.6063017,3.0373302,-0.51827534,-0.3216298,-0.2482748
2040-2069,temp,dmin,mam,East of England,0.88217837,1.9399899,3.31608,0.3603354,1.6361399,3.1113725,-0.52184297,-0.30385,-0.2047075
2040-2069,temp,dmin,mam,Eastern Scotland,0.26434058,1.5266209,2.9451284,0.19651307,1.5669924,3.1598136,-0.06782751,0.0403715,0.2146852
2040-2069,temp,dmin,mam,Isle of Man,0.63405395,1.6239598,2.9348998,0.16975248,1.3891807,2.8112586,-0.46430147,-0.2347791,-0.1236412
2040-2069,temp,dmin,mam,London,0.90108645,1.9589686,3.3371384,0.381477,1.6632524,3.146961,-0.51960945,-0.2957162,-0.1901774
2040-2069,temp,dmin,mam,North East England,0.6963776,1.789839,3.2399907,0.18867368,1.5038617,3.0391216,-0.50770392,-0.2859773,-0.2008691
2040-2069,temp,dmin,mam,North West England,0.7032726,1.7770711,3.232398,0.20941754,1.5151572,3.0393417,-0.49385506,-0.2619139,-0.1930563
2040-2069,temp,dmin,mam,Northern Ireland,0.7017591,1.8437109,3.2251694,0.15634573,1.3766996,2.8008714,-0.54541337,-0.4670113,-0.424298
2040-2069,temp,dmin,mam,Northern Scotland,0.24086191,1.4491909,2.8340201,-0.15882236,1.2621588,2.7978826,-0.39968427,-0.1870321,-0.0361375
2040-2069,temp,dmin,mam,South East England,0.8998888,1.9607046,3.3201993,0.37592652,1.6650223,3.1552796,-0.52396228,-0.2956823,-0.1649197
2040-2069,temp,dmin,mam,South West England,0.75815934,1.9439651,3.4034739,0.36878034,1.6242285,3.0733974,-0.389379,-0.3197366,-0.3300765
2040-2069,temp,dmin,mam,Wales,0.73062277,1.9148535,3.3552992,0.35963273,1.5815423,2.9899266,-0.37099004,-0.3333112,-0.3653726
2040-2069,temp,dmin,mam,West Midlands,0.7569558,1.9424715,3.3942056,0.38185775,1.6168318,3.039871,-0.37509805,-0.3256397,-0.3543346
2040-2069,temp,dmin,mam,Western Scotland,0.6957541,1.7735766,3.2405188,0.20993216,1.5307153,3.069569,-0.48582194,-0.2428613,-0.1709498
2040-2069,temp,dmin,mam,Yorkshire and Humberside,0.8834612,1.9228884,3.2475884,0.3420565,1.581427,3.0080688,-0.5414047,-0.3414614,-0.2395196
2040-2069,precip,dmean,mam,Channel Islands,-8.785761,-0.49054074,8.543454,-7.7727866,9.521426,28.415516,1.0129744,10.01196674,19.872062
2040-2069,precip,dmean,mam,East Midlands,-6.7324767,0.19374916,7.6487317,-5.661016,7.169601,22.014624,1.0714607,6.97585184,14.3658923
2040-2069,precip,dmean,mam,East of England,-6.261228,0.18169604,7.0807996,-5.6889076,7.783138,23.699717,0.5723204,7.60144196,16.6189174
2040-2069,precip,dmean,mam,Eastern Scotland,-5.3665724,2.0956976,10.229698,-2.7206542,8.932418,23.162315,2.6459182,6.8367204,12.932617
2040-2069,precip,dmean,mam,Isle of Man,-6.069212,2.8129928,12.60348,-5.3711286,8.270937,24.49465,0.6980834,5.4579442,11.89117
2040-2069,precip,dmean,mam,London,-7.2586737,-0.34545946,7.0725694,-7.097995,8.571349,26.807621,0.1606787,8.91680846,19.7350516
2040-2069,precip,dmean,mam,North East England,-7.414774,0.16444388,8.3825035,-5.476879,8.011743,24.033283,1.937895,7.84729912,15.6507795
2040-2069,precip,dmean,mam,North West England,-5.0334816,2.272704,10.199226,-4.0722346,8.17227,22.509134,0.961247,5.899566,12.309908
2040-2069,precip,dmean,mam,Northern Ireland,-4.7860847,2.1803844,9.709954,-5.5967493,3.6689167,14.793654,-0.8106646,1.4885323,5.0837
2040-2069,precip,dmean,mam,Northern Scotland,-5.8488555,2.5218718,11.587571,-3.8903275,8.951257,25.56426,1.958528,6.4293852,13.976689
2040-2069,precip,dmean,mam,South East England,-7.4489007,-0.43469235,7.0982375,-8.116625,9.649862,30.303375,-0.6677243,10.08455435,23.2051375
2040-2069,precip,dmean,mam,South West England,-7.544426,-0.4745454,7.1209874,-7.171811,9.032704,27.158808,0.372615,9.5072494,20.0378206
2040-2069,precip,dmean,mam,Wales,-6.506049,-0.4830186,5.916969,-6.4450207,7.5331626,23.620966,0.0610283,8.0161812,17.703997
2040-2069,precip,dmean,mam,West Midlands,-6.941285,0.177,7.8574347,-6.0261126,7.424827,22.76327,0.9151724,7.247827,14.9058353
2040-2069,precip,dmean,mam,Western Scotland,-6.3306947,2.951512,13.071525,-4.936306,10.783728,30.717388,1.3943887,7.832216,17.645863
2040-2069,precip,dmean,mam,Yorkshire and Humberside,-7.025,0.18737435,7.97471,-5.0482583,6.0497227,18.722048,1.9767417,5.86234835,10.747338
2050-2079,temp,dmax,mam,Channel Islands,1.1415924,2.4963787,4.225582,0.519586,1.630002,2.8799872,-0.6220064,-0.8663767,-1.3455948
2050-2079,temp,dmax,mam,East Midlands,1.229157,2.6840167,4.4590964,0.6133437,1.7806981,3.0923808,-0.6158133,-0.9033186,-1.3667156
2050-2079,temp,dmax,mam,East of England,1.2627443,2.6876395,4.5059433,0.6252532,1.7998054,3.1253893,-0.6374911,-0.8878341,-1.380554
2050-2079,temp,dmax,mam,Eastern Scotland,0.1184509,1.6359054,3.453752,0.41532183,1.7080153,3.149596,0.29687093,0.0721099,-0.304156
2050-2079,temp,dmax,mam,Isle of Man,0.82571864,2.1534307,3.7643585,0.4554648,1.4580148,2.5781765,-0.37025384,-0.6954159,-1.186182
2050-2079,temp,dmax,mam,London,1.2783622,2.7539303,4.6125145,0.63354343,1.8142066,3.1440852,-0.64481877,-0.9397237,-1.4684293
2050-2079,temp,dmax,mam,North East England,0.94559705,2.4781637,4.336852,0.566054,1.7525403,3.0810096,-0.37954305,-0.7256234,-1.2558424
2050-2079,temp,dmax,mam,North West England,0.9075603,2.3948812,4.181279,0.5600126,1.7148082,3.0055587,-0.3475477,-0.680073,-1.1757203
2050-2079,temp,dmax,mam,Northern Ireland,0.9637485,2.1226082,3.7065299,0.48819318,1.5563269,2.744525,-0.47555532,-0.5662813,-0.9620049
2050-2079,temp,dmax,mam,Northern Scotland,0.093320705,1.4861221,3.1287844,0.37786534,1.624001,3.0097253,0.284544635,0.1378789,-0.1190591
2050-2079,temp,dmax,mam,South East England,1.2656742,2.721754,4.556841,0.6195149,1.7925246,3.1132162,-0.6461593,-0.9292294,-1.4436248
2050-2079,temp,dmax,mam,South West England,1.1525079,2.6348395,4.4783087,0.46256098,1.6700819,3.0749736,-0.68994692,-0.9647576,-1.4033351
2050-2079,temp,dmax,mam,Wales,1.1237086,2.5727265,4.3636246,0.4665269,1.6748443,3.069626,-0.6571817,-0.8978822,-1.2939986
2050-2079,temp,dmax,mam,West Midlands,1.1790253,2.6724687,4.5424976,0.5072954,1.7380267,3.1660738,-0.6717299,-0.934442,-1.3764238
2050-2079,temp,dmax,mam,Western Scotland,0.89864874,2.359531,4.1293797,0.5376793,1.6949242,2.9817004,-0.36096944,-0.6646068,-1.1476793
2050-2079,temp,dmax,mam,Yorkshire and Humberside,1.2167987,2.6754436,4.471936,0.5917557,1.7708579,3.0928988,-0.625043,-0.9045857,-1.3790372
2050-2079,temp,dmean,mam,Channel Islands,1.345367,2.2600214,3.474256,0.43964475,1.7214522,3.117699,-0.90572225,-0.5385692,-0.356557
2050-2079,temp,dmean,mam,East Midlands,1.471981,2.4449546,3.6526473,0.5708696,1.8513652,3.2957342,-0.9011114,-0.5935894,-0.3569131
2050-2079,temp,dmean,mam,East of England,1.4812689,2.455731,3.6670895,0.5900576,1.8909535,3.356965,-0.8912113,-0.5647775,-0.3101245
2050-2079,temp,dmean,mam,Eastern Scotland,0.8802327,1.9647236,3.2752125,0.34483388,1.734073,3.259023,-0.53539882,-0.2306506,-0.0161895
2050-2079,temp,dmean,mam,Isle of Man,1.2139208,2.1141474,3.242512,0.4391859,1.5851971,2.8715227,-0.7747349,-0.5289503,-0.3709893
2050-2079,temp,dmean,mam,London,1.4973732,2.487878,3.7170517,0.61017805,1.9193832,3.3904424,-0.88719515,-0.5684948,-0.3266093
2050-2079,temp,dmean,mam,North East England,1.3810128,2.4026804,3.6841726,0.5067353,1.7989899,3.2590697,-0.8742775,-0.6036905,-0.4251029
2050-2079,temp,dmean,mam,North West England,1.346273,2.3478205,3.6021044,0.52441216,1.7944195,3.2244525,-0.82186084,-0.553401,-0.3776519
2050-2079,temp,dmean,mam,Northern Ireland,1.3555809,2.200416,3.2651048,0.46202064,1.6495588,2.983987,-0.89356026,-0.5508572,-0.2811178
